isFraud,TransactionAmt,dist1,C1,hour_of_day
0,25.0,,1.0,21
0,34.105,,2.0,21
0,290.01,9.0,1.0,21
0,15.0,,1.0,21
0,24.5,,1.0,21
0,56.434,,1.0,21
0,250.0,,1.0,21
0,100.0,,1.0,21
0,924.95,,1.0,21
0,202.0,,3.0,21
0,49.0,,1.0,21
0,30.95,,2.0,21
0,209.95,710.0,2.0,21
0,98.877,,2.0,21
0,18.95,,3.0,21
0,100.0,,1.0,21
0,50.0,,1.0,21
0,57.95,28.0,3.0,21
0,100.0,,1.0,21
0,250.0,,1.0,21
0,750.0,,1.0,21
0,100.0,,1.0,21
0,150.0,,1.0,21
0,25.0,,1.0,21
0,219.95,,1.0,21
0,250.0,,1.0,21
0,335.0,,3.0,21
0,50.0,,1.0,21
0,108.95,,1.0,21
1,41.976,,21.0,21
0,50.0,,1.0,21
0,171.0,1.0,1.0,21
0,335.0,,1.0,21
0,100.0,,1.0,21
0,117.0,,1.0,21
0,30.95,889.0,2.0,21
0,25.95,,1.0,21
0,150.0,,2.0,21
0,200.0,,1.0,21
0,424.95,32.0,1.0,21
0,77.0,,1.0,21
0,29.0,2.0,2.0,21
0,100.0,,1.0,21
0,117.0,,9.0,21
0,50.0,,1.0,21
0,100.0,,1.0,21
0,117.0,,1.0,21
0,35.0,,1.0,21
0,200.0,,1.0,21
0,150.0,,1.0,21
0,83.5,,2.0,21
0,117.0,4.0,2.0,21
0,35.0,,1.0,21
0,141.0,,1.0,21
0,100.0,,1.0,21
0,75.0,,1.0,21
0,14.866,,2.0,21
0,160.5,1.0,1.0,21
1,15.0,,2.0,21
0,77.0,10.0,1.0,21
0,50.0,,1.0,21
0,75.0,,1.0,21
0,35.0,,1.0,21
0,107.95,9.0,2.0,21
0,75.0,,1.0,21
0,39.0,,1.0,21
0,213.0,,2.0,21
0,100.0,,1.0,21
0,100.0,,1.0,21
0,226.0,2170.0,1.0,21
0,117.0,,9.0,21
0,400.0,,1.0,21
0,10.0,,2.0,21
0,1464.95,17.0,1.0,21
0,750.0,,1.0,21
0,56.668,,1.0,21
0,57.95,9.0,1.0,21
0,125.0,,1.0,21
0,117.0,,3.0,21
0,59.0,10.0,1.0,21
0,100.0,,1.0,21
0,250.0,,1.0,21
0,49.0,24.0,1.0,21
0,49.0,,2.0,21
0,25.0,,1.0,21
0,39.0,,2.0,21
0,200.0,,1.0,21
0,50.604,,1.0,21
0,15.916,,2.0,21
0,24.0,34.0,1.0,21
0,944.95,2.0,1.0,21
0,41.859,,1.0,21
0,62.964,,1.0,21
0,50.0,,1.0,21
0,226.0,,2.0,21
0,400.0,,1.0,21
0,15.0,,2.0,21
0,25.0,,1.0,21
0,15.0,,3.0,21
0,280.0,7.0,1.0,21
0,58.067,,1.0,21
0,75.0,,1.0,21
0,117.0,,2.0,21
0,125.0,,1.0,21
0,1099.88,,1.0,21
0,35.0,7.0,1.0,21
0,25.0,,1.0,21
0,100.0,,1.0,21
0,30.316,,1.0,21
0,15.0,,3.0,21
0,150.0,,1.0,21
0,113.102,,1.0,21
0,250.0,,1.0,21
0,117.0,21.0,1.0,21
0,300.0,,1.0,21
0,250.0,,1.0,21
0,250.0,,1.0,21
0,78.97,9.0,1.0,21
0,29.0,,1.0,21
0,29.0,,1.0,21
0,29.0,0.0,1.0,21
0,206.0,13.0,1.0,21
0,15.0,,4.0,21
0,150.0,,2.0,21
0,750.0,,1.0,21
0,511.95,10.0,2.0,21
0,100.0,,1.0,21
0,25.0,,1.0,21
0,441.25,,1.0,21
0,25.0,,1.0,21
0,200.0,,1.0,21
0,20.0,,1.0,21
0,39.0,3.0,1.0,21
0,894.95,,1.0,21
0,24.369,,1.0,21
0,75.0,,1.0,21
0,100.0,,1.0,21
0,20.0,,1.0,21
0,50.0,,1.0,21
0,193.0,5.0,5.0,21
0,20.95,,2.0,21
0,250.0,,1.0,21
0,57.95,9.0,2.0,21
0,50.0,,1.0,21
0,20.0,,2.0,21
0,25.0,,1.0,21
0,150.0,,1.0,21
0,50.0,,1.0,21
0,20.0,,2.0,21
0,150.0,,1.0,21
0,100.0,,1.0,21
0,400.0,,1.0,21
0,26.5,4.0,1.0,21
0,39.0,108.0,2.0,21
0,20.0,,2.0,21
0,160.95,,6.0,21
0,54.0,,1.0,21
0,100.0,,2.0,21
0,107.95,0.0,1.0,21
0,34.0,0.0,1.0,21
0,226.0,,2.0,22
0,108.5,39.0,2.0,22
0,117.0,,2.0,22
0,50.0,,3.0,22
0,30.0,,1.0,22
0,159.95,,1.0,22
0,47.95,2.0,2.0,22
0,117.0,12.0,1.0,22
0,171.0,1.0,3.0,22
0,20.0,,2.0,22
0,26.5,,1.0,22
0,64.596,,1.0,22
0,25.0,,2.0,22
0,50.0,,1.0,22
0,20.0,,2.0,22
0,34.5,1.0,1.0,22
0,54.0,,1.0,22
0,25.0,,1.0,22
0,50.0,,1.0,22
0,35.95,0.0,1.0,22
0,117.0,5.0,1.0,22
0,50.0,,1.0,22
0,117.0,1.0,1.0,22
0,67.95,,4.0,22
0,265.0,7.0,1.0,22
0,20.0,,2.0,22
0,57.95,1.0,5.0,22
0,100.0,,1.0,22
0,50.0,,1.0,22
0,67.95,,90.0,22
0,24.194,,2.0,22
0,100.0,,1.0,22
0,554.0,2.0,1.0,22
0,10.0,,1.0,22
0,150.0,,1.0,22
0,53.97,,1.0,22
0,209.95,,1.0,22
0,100.0,,1.0,22
0,59.0,3.0,1.0,22
0,87.95,627.0,4.0,22
0,47.95,0.0,2.0,22
0,107.95,,7.0,22
0,201.0,,1.0,22
0,50.0,,1.0,22
0,149.015,,2.0,22
0,57.95,25.0,2.0,22
0,226.0,,1.0,22
0,300.0,,1.0,22
0,49.0,,1.0,22
0,83.5,1081.0,1.0,22
0,300.0,,3.0,22
0,554.0,587.0,4.0,22
0,100.0,,1.0,22
0,315.0,,2.0,22
1,32.356,,2.0,22
0,213.0,6.0,1.0,22
0,40.0,,1.0,22
0,107.95,1.0,3.0,22
0,40.0,9.0,1.0,22
0,41.0,,3.0,22
0,54.0,,1.0,22
0,52.95,,3.0,22
0,300.0,,1.0,22
0,100.0,,1.0,22
0,600.0,,1.0,22
0,100.0,,1.0,22
0,29.0,7.0,1.0,22
0,200.0,,1.0,22
0,141.0,,1.0,22
0,29.0,,1.0,22
0,135.023,,1.0,22
0,50.0,,2.0,22
0,50.0,,1.0,22
0,100.0,,1.0,22
0,107.95,,3.0,22
0,348.02,2.0,1.0,22
0,135.023,,1.0,22
0,600.0,,1.0,22
0,193.0,5.0,5.0,22
0,57.95,11.0,13.0,22
0,150.0,,1.0,22
0,77.0,22.0,1.0,22
0,40.0,,1.0,22
0,500.0,,1.0,22
0,50.838,,1.0,22
0,250.0,,1.0,22
0,335.0,9.0,1.0,22
0,49.0,79.0,2.0,22
0,20.0,,1.0,22
0,107.95,18.0,74.0,22
0,36.95,,3.0,22
0,250.0,,1.0,22
0,57.95,17.0,3.0,22
0,75.0,,1.0,22
1,150.0,,2.0,22
0,40.0,,1.0,22
0,50.0,,2.0,22
0,27.692,,1.0,22
1,64.713,,2.0,22
0,97.0,11.0,3.0,22
0,200.0,,1.0,22
0,75.0,,1.0,22
0,20.988,,1.0,22
0,117.0,,1.0,22
0,443.0,12.0,2.0,22
0,1220.95,2.0,5.0,22
0,57.95,8.0,1.0,22
1,64.713,,3.0,22
0,107.95,,2.0,22
0,40.0,,1.0,22
0,171.0,8.0,1.0,22
0,82.95,7.0,1.0,22
0,113.95,8.0,1.0,22
0,50.0,,1.0,22
0,68.5,,1.0,22
0,141.0,0.0,1.0,22
0,280.0,9.0,3.0,22
0,25.95,282.0,1.0,22
0,32.356,,1.0,22
0,226.0,0.0,2.0,22
0,30.0,,1.0,22
0,25.0,,1.0,22
0,250.0,,1.0,22
0,117.0,16.0,2.0,22
0,100.0,,1.0,22
0,800.0,,2.0,22
0,50.0,,1.0,22
0,100.0,,1.0,22
0,25.95,0.0,14.0,22
0,109.35,0.0,1.0,22
0,100.0,,1.0,22
0,83.952,,1.0,22
0,161.0,,4.0,22
0,49.5,5.0,1.0,22
0,100.0,,1.0,22
0,34.0,534.0,1.0,22
0,100.0,,1.0,22
0,6.18,,1.0,22
1,30.549,,1.0,22
0,99.052,,1.0,22
0,29.0,,1.0,22
0,30.95,,93.0,22
0,50.0,,1.0,22
1,18.423,,1.0,22
0,100.0,,1.0,22
0,20.0,,1.0,22
0,29.0,,1.0,22
0,57.95,65.0,3.0,22
0,280.0,,1.0,22
0,800.0,,3.0,22
0,50.0,,1.0,22
0,49.5,5.0,1.0,22
0,72.99,5.0,1.0,22
0,50.0,,1.0,22
0,117.0,,1.0,22
0,75.0,,1.0,22
0,200.0,,1.0,22
1,100.0,,1.0,22
0,100.0,,1.0,22
0,57.95,,3.0,22
0,82.95,66.0,2.0,22
0,250.0,,1.0,22
0,1564.95,,1.0,22
0,92.0,,1.0,22
0,319.95,1.0,1.0,22
0,57.95,2.0,2.0,22
0,25.419,,1.0,22
0,400.0,,1.0,22
0,59.0,10.0,2.0,22
0,59.0,25.0,4.0,22
0,335.0,4.0,1.0,22
0,29.0,,1.0,22
0,9.678,,2.0,22
0,40.0,,1.0,22
0,39.0,0.0,1.0,22
0,109.0,,1.0,22
0,21.95,,4.0,22
0,100.0,,1.0,22
0,82.786,,1.0,22
0,50.0,,1.0,22
0,29.0,,1.0,22
0,150.0,,1.0,22
0,49.0,18.0,3.0,22
0,10.0,,1.0,22
0,49.0,8.0,1.0,22
0,100.0,,1.0,22
0,107.95,34.0,1.0,22
0,100.0,,1.0,22
0,25.0,,1.0,22
0,82.786,,2.0,22
0,554.0,20.0,1.0,22
0,20.0,,1.0,22
0,100.0,,1.0,22
0,100.0,,1.0,22
0,57.95,,3.0,22
0,29.0,4.0,3.0,22
0,250.0,,1.0,22
0,209.95,39.0,1.0,22
0,59.0,1249.0,2.0,22
1,18.423,,1.0,22
0,50.0,,1.0,22
0,117.0,88.0,3.0,22
0,15.391,,1.0,22
0,50.0,,1.0,22
0,200.0,,1.0,22
0,59.0,11.0,1.0,22
0,50.0,,1.0,22
0,50.0,,1.0,22
0,159.95,12.0,4.0,22
0,200.0,,1.0,22
0,57.95,771.0,4.0,22
0,100.0,,2.0,22
0,34.0,,2.0,22
0,1497.95,2.0,1.0,22
0,100.0,,1.0,22
0,100.0,,1.0,22
0,50.0,,1.0,22
0,433.0,49.0,1.0,22
0,250.0,,1.0,22
0,56.551,,2.0,22
0,226.0,,1.0,22
0,100.0,,1.0,22
1,200.0,,1.0,22
0,59.0,7.0,1.0,22
0,59.0,1.0,2.0,22
0,226.0,13.0,1.0,22
0,44.658,,2.0,22
0,92.0,23.0,6.0,22
0,107.95,13.0,14.0,22
0,25.0,,1.0,22
0,75.0,,1.0,22
0,35.95,0.0,1.0,22
0,100.0,,1.0,22
0,25.0,,1.0,22
0,52.703,,1.0,22
1,200.0,,2.0,22
0,200.0,,1.0,22
0,117.0,3.0,1.0,22
0,59.95,,1.0,22
0,59.058,,1.0,22
0,100.0,,1.0,22
0,49.5,,1.0,22
0,150.0,,1.0,22
0,49.0,4.0,1.0,22
0,117.0,395.0,2.0,22
0,1104.0,12.0,4.0,22
0,75.0,,1.0,22
0,213.0,854.0,1.0,22
0,100.0,,1.0,22
0,100.0,,1.0,22
0,50.0,,1.0,22
0,50.0,,1.0,22
0,51.421,,1.0,22
0,29.0,9.0,1.0,22
0,175.0,,1.0,22
0,107.95,,7.0,22
0,150.0,,1.0,22
0,100.0,,1.0,22
0,50.0,,1.0,22
0,25.95,,28.0,22
0,52.95,17.0,5.0,22
0,50.0,,1.0,22
0,29.5,,3.0,22
0,49.0,,1.0,22
0,12.826,,1.0,22
0,50.0,,1.0,22
0,57.95,,135.0,22
0,57.95,,169.0,22
0,100.0,,1.0,22
0,31.482,,1.0,22
0,200.0,,1.0,22
0,57.95,,9.0,22
0,125.0,,1.0,22
0,524.0,2007.0,1.0,22
0,93.338,,1.0,22
0,150.0,,1.0,22
0,171.0,559.0,1.0,22
0,59.0,11.0,1.0,22
0,59.0,5.0,5.0,22
0,100.0,,1.0,22
0,108.5,887.0,1.0,22
0,107.95,10.0,2.0,22
0,144.95,231.0,70.0,22
0,57.95,12.0,4.0,22
0,226.0,7.0,1.0,22
0,47.95,,6.0,22
0,305.97,,3.0,22
0,57.95,3.0,78.0,22
0,50.0,,1.0,22
0,117.0,11.0,1.0,22
0,93.338,,1.0,22
0,117.0,,1.0,22
0,150.0,,1.0,22
0,400.0,,3.0,22
0,102.95,458.0,2.0,22
0,582.0,,1.0,22
0,100.0,,1.0,22
0,60.0,,1.0,22
0,30.95,2.0,6.0,22
0,189.0,0.0,2.0,22
0,75.0,,1.0,22
0,29.0,0.0,1.0,22
0,384.94,3.0,1.0,22
0,100.0,,1.0,22
0,117.0,,1.0,22
0,100.0,,1.0,22
0,29.0,43.0,1.0,22
0,75.0,,1.0,22
0,15.0,,1.0,22
0,150.0,,1.0,22
0,100.0,,1.0,22
0,50.0,,2.0,22
0,15.858,,2.0,22
0,82.786,,2.0,22
0,67.95,,111.0,22
0,88.5,,1.0,22
0,41.043,,1.0,22
0,30.199,,1.0,22
0,15.0,,1.0,22
0,57.95,,2.0,22
0,15.391,,1.0,22
0,13.059,,1.0,22
0,100.95,,6.0,22
0,718.95,,1.0,22
0,404.95,21.0,1.0,22
0,50.0,,1.0,22
0,799.0,35.0,1.0,22
0,279.82,301.0,2.0,22
0,29.0,,1.0,22
0,15.158,,1.0,22
0,150.0,,2.0,22
0,47.95,4.0,6.0,22
0,200.0,,1.0,22
0,107.0,30.0,1.0,22
0,800.0,,3.0,22
0,59.0,10.0,1.0,22
0,400.0,,1.0,22
0,150.0,,2.0,22
0,42.95,11.0,4.0,22
0,280.0,3.0,1.0,22
0,150.0,,3.0,22
0,117.0,713.0,2.0,22
0,40.0,,1.0,22
0,46.746,,1.0,22
0,57.95,27.0,2.0,22
0,200.0,,1.0,22
0,150.0,,2.0,22
0,400.0,,1.0,22
0,64.713,,1.0,22
0,15.0,,1.0,22
0,30.0,,1.0,22
0,226.0,2.0,13.0,22
0,64.713,,1.0,22
0,54.0,,1.0,22
0,100.0,,1.0,22
0,100.0,,1.0,22
0,44.0,1.0,1.0,22
0,100.0,,1.0,22
0,59.0,15.0,1.0,22
0,800.0,,4.0,22
0,123.421,,1.0,22
0,250.0,,1.0,22
0,209.95,1.0,182.0,22
0,97.95,,5.0,22
0,117.0,,1.0,22
0,107.95,,2.0,22
0,35.95,12.0,1.0,22
0,125.0,,1.0,22
0,59.0,,1.0,22
0,46.746,,1.0,22
0,250.0,,1.0,22
0,49.0,4.0,1.0,22
0,107.738,,1.0,22
0,15.0,,1.0,22
0,29.0,120.0,1.0,22
0,150.0,,1.0,22
0,117.0,3.0,1.0,22
0,117.0,4.0,1.0,22
0,50.0,,1.0,22
0,100.0,,1.0,22
0,29.0,5.0,2.0,22
0,35.95,,2.0,22
0,100.0,,1.0,22
0,450.0,,2.0,22
0,59.0,706.0,3.0,22
0,117.0,4.0,2.0,22
0,25.0,3.0,2.0,22
0,15.0,,2.0,22
0,46.746,,1.0,22
0,29.0,10.0,1.0,22
0,250.0,,1.0,22
0,146.0,158.0,1.0,22
0,97.0,129.0,1.0,22
0,67.95,5.0,5.0,22
0,59.0,4.0,2.0,22
0,95.0,7.0,1.0,22
0,53.97,1.0,169.0,22
0,171.0,,1.0,22
0,150.0,,1.0,22
0,117.0,,2.0,22
0,59.0,,1.0,22
0,43.97,3.0,6.0,22
0,100.0,,1.0,22
0,100.0,,1.0,22
0,171.0,1.0,1.0,22
0,100.0,,1.0,22
0,49.555,,1.0,22
0,107.95,,1.0,22
0,150.0,,1.0,22
0,25.95,,102.0,22
0,564.09,2.0,1.0,22
0,49.5,,1.0,22
0,100.0,,1.0,22
0,57.95,1.0,1.0,22
0,150.0,,2.0,22
0,117.0,1267.0,1.0,22
0,200.0,,1.0,22
0,100.0,,1.0,22
0,46.29,,1.0,22
0,209.95,32.0,1.0,22
0,117.0,35.0,1.0,22
0,44.5,9.0,1.0,22
0,59.0,1.0,1.0,22
0,30.316,,1.0,22
0,49.0,16.0,1.0,22
0,150.0,,1.0,22
0,58.0,,2.0,22
0,100.0,,2.0,22
0,100.0,,1.0,22
0,174.667,,1.0,22
0,20.988,,1.0,22
0,31.5,,1.0,22
0,67.95,5.0,159.0,22
0,100.0,,1.0,22
0,39.0,,1.0,22
0,100.0,,1.0,22
0,100.0,,2.0,22
0,76.108,,1.0,22
0,49.0,60.0,1.0,22
0,1564.95,2452.0,1.0,22
0,117.0,,2.0,22
0,30.95,2.0,4.0,22
0,50.0,,1.0,22
0,36.95,,3.0,22
0,75.0,,2.0,22
0,29.0,184.0,1.0,22
0,2895.71,514.0,1.0,22
0,50.0,,1.0,23
0,117.0,,1.0,23
0,20.522,,1.0,23
0,280.0,3.0,1.0,23
0,50.0,,1.0,23
0,105.173,,1.0,23
0,25.0,,1.0,23
0,150.0,,3.0,23
0,6.996,,1.0,23
0,13.059,,1.0,23
0,175.0,,1.0,23
0,100.0,,3.0,23
0,103.5,,1.0,23
0,150.0,,3.0,23
0,58.95,,1.0,23
0,200.0,,1.0,23
0,117.0,,1.0,23
0,25.0,,1.0,23
0,269.95,4.0,1.0,23
0,40.0,,2.0,23
0,30.0,,2.0,23
0,25.0,,1.0,23
0,75.0,,1.0,23
0,75.0,,1.0,23
0,250.0,,1.0,23
0,25.0,,1.0,23
0,203.059,,1.0,23
0,75.0,,1.0,23
0,100.0,,1.0,23
0,65.0,,1.0,23
0,117.0,868.0,1.0,23
0,75.0,,1191.0,23
0,73.97,,1.0,23
0,280.0,2.0,4.0,23
0,25.0,,1.0,23
0,445.0,2.0,1.0,23
0,24.5,0.0,2.0,23
0,39.0,,2.0,23
0,250.0,,2.0,23
0,75.0,,1.0,23
0,97.07,,1.0,23
0,100.0,,1.0,23
0,87.0,592.0,3.0,23
0,150.0,,1.0,23
0,175.0,,1.0,23
0,226.0,,1.0,23
0,117.0,,1.0,23
0,141.0,,16.0,23
0,25.0,,1.0,23
0,400.0,,1.0,23
0,100.0,,2.0,23
0,125.0,,1.0,23
0,454.95,,1.0,23
0,226.0,,1.0,23
0,35.0,,1.0,23
0,21.862,,1.0,23
0,117.0,,1.0,23
0,150.0,,1.0,23
0,42.413,,1.0,23
0,100.0,,1.0,23
0,25.0,,1.0,23
0,69.435,,1.0,23
0,29.0,0.0,1.0,23
0,18.656,,1.0,23
0,125.0,,1.0,23
0,30.95,,6.0,23
0,107.95,,4.0,23
0,527.0,,3.0,23
0,64.713,,1.0,23
0,25.0,,2.0,23
0,139.97,231.0,70.0,23
0,43.97,19.0,6.0,23
0,400.0,,2.0,23
0,25.95,,11.0,23
0,34.0,,1.0,23
0,35.0,,2.0,23
0,100.0,,1.0,23
0,100.0,,1.0,23
0,21.862,,1.0,23
0,80.0,8.0,3.0,23
0,100.0,,1.0,23
0,150.0,,1.0,23
0,125.0,,1.0,23
0,60.0,,2.0,23
0,35.0,,2.0,23
0,43.725,,1.0,23
0,131.0,5.0,1.0,23
0,300.0,,2.0,23
0,107.95,6.0,1.0,23
0,64.713,,2.0,23
0,75.0,,1.0,23
0,35.0,,2.0,23
0,125.0,,1.0,23
0,100.0,,1.0,23
0,1116.95,,1.0,23
0,150.0,,2.0,23
0,93.5,5.0,1.0,23
0,21.862,,1.0,23
0,100.0,,1.0,23
0,50.0,,1.0,23
0,131.0,5.0,2.0,23
0,193.0,11.0,1.0,23
0,171.0,10.0,1.0,23
0,139.97,,70.0,23
0,35.95,,2.0,23
0,35.95,,5.0,23
0,59.0,3.0,2.0,23
0,50.0,,1.0,23
0,100.0,,1.0,23
0,34.0,4.0,1.0,23
0,25.95,18.0,139.0,23
0,92.0,13.0,1.0,23
0,39.0,4.0,2.0,23
0,59.7,,1.0,23
0,49.0,,1.0,23
0,112.99,42.0,1.0,23
0,454.95,2452.0,2.0,23
0,39.0,,1.0,23
0,200.0,,1.0,23
1,100.0,,1.0,23
0,8.0,,2.0,23
0,117.0,114.0,1.0,23
0,28.8,,1.0,23
0,25.95,,129.0,23
1,100.0,,1.0,23
0,107.95,,1.0,23
0,75.0,,3.0,23
0,59.0,213.0,1.0,23
1,150.0,,21.0,23
0,107.95,,11.0,23
0,107.95,,2.0,23
0,300.0,,1.0,23
1,100.0,,1.0,23
0,50.0,,1.0,23
0,505.97,621.0,5.0,23
0,100.0,,1.0,23
0,150.0,,1.0,23
0,49.0,8.0,1.0,23
0,100.0,,2.0,23
0,75.0,,1.0,23
0,100.0,,1.0,23
0,160.95,20.0,246.0,23
0,20.755,,1.0,23
0,50.0,,1.0,23
0,58.95,,1.0,23
0,21.0,,1.0,23
0,100.0,,1.0,23
0,50.0,,1.0,23
0,226.0,17.0,2.0,23
0,209.95,,1.0,23
0,50.0,,1.0,23
0,59.0,40.0,1.0,23
0,35.95,,4.0,23
0,25.0,,1.0,23
0,24.0,1.0,2.0,23
0,133.041,,1.0,23
0,280.0,,4.0,23
0,25.95,,90.0,23
0,57.95,,2.0,23
0,47.95,6.0,5.0,23
0,34.747,,1.0,23
0,57.95,,4.0,23
0,40.0,,1.0,23
0,25.95,,116.0,23
0,75.0,,2.0,23
0,100.0,,1.0,23
0,200.0,,2.0,23
0,77.0,,1.0,23
0,21.279,,1.0,23
0,149.95,1.0,2.0,23
0,100.0,,1.0,23
0,100.0,,1.0,23
0,29.0,12.0,1.0,23
0,100.0,,1.0,23
0,100.0,,1.0,23
0,30.0,,1.0,23
0,75.0,,1.0,23
0,419.48,2095.0,1.0,23
0,50.0,,2.0,23
0,445.0,3.0,5.0,23
0,250.0,,1.0,23
0,437.28,619.0,1.0,23
0,6.18,,2.0,23
1,500.0,,1.0,23
0,83.95,,1.0,23
0,193.0,5.0,7.0,23
0,201.0,,1.0,23
0,28.45,,1.0,23
0,30.0,,1.0,23
0,117.0,9.0,1.0,23
0,100.0,,1.0,23
0,834.0,,4.0,23
0,38.796,,1.0,23
0,57.0,,3.0,23
0,32.648,,1.0,23
0,42.95,0.0,3.0,23
0,115.5,283.0,1.0,23
0,59.0,135.0,1.0,23
0,524.95,,2.0,23
0,55.385,,7.0,23
0,75.0,,4.0,23
0,454.95,33.0,1.0,23
0,50.0,,1.0,23
0,58.417,,1.0,23
0,25.0,,1.0,23
0,25.95,,96.0,23
0,175.0,,1.0,23
0,45.0,4.0,1.0,23
0,25.95,,3.0,23
0,300.0,,1.0,23
1,150.0,,22.0,23
1,100.0,,1.0,23
0,158.0,,1.0,23
0,150.0,,1.0,23
0,82.95,22.0,2.0,23
0,56.434,,1.0,23
1,44.366,,1.0,23
0,150.0,,1.0,23
0,150.0,,1.0,23
0,20.0,,1.0,23
0,55.385,,8.0,23
0,29.54,,4.0,23
0,20.95,,115.0,23
0,75.0,,1.0,23
0,41.043,,1.0,23
0,78.355,,1.0,23
0,226.0,,2.0,23
0,25.0,,1.0,23
0,34.0,90.0,109.0,23
0,20.0,,1.0,23
0,76.108,,2.0,23
0,150.0,,2.0,23
0,75.0,,1.0,23
0,26.5,,4.0,23
0,75.0,,1.0,23
0,49.0,24.0,2.0,23
1,44.366,,1.0,23
0,25.0,,1.0,23
0,25.0,,1.0,23
0,29.0,,1.0,23
0,50.0,,1.0,23
0,25.0,,1.0,23
0,25.0,,1.0,23
0,100.0,,1.0,23
0,20.0,,1.0,23
0,100.0,,1.0,23
0,59.0,25.0,4.0,23
0,79.871,,1.0,23
0,92.0,14.0,1.0,23
0,150.0,,1.0,23
0,39.0,,2.0,23
0,25.0,,1.0,23
0,92.114,,1.0,23
0,250.0,,1.0,23
0,37.0,25.0,1.0,23
0,20.0,,1.0,23
0,97.95,,3.0,23
0,34.0,4.0,1.0,23
0,150.0,,1.0,23
0,47.95,0.0,1.0,23
0,375.0,,1.0,23
0,226.0,74.0,2.0,23
0,160.5,71.0,1.0,23
0,57.95,1.0,8.0,23
0,57.95,,169.0,23
0,82.95,,2.0,23
0,335.0,,2.0,23
0,92.114,,1.0,23
0,100.0,,1.0,23
0,79.871,,1.0,23
0,49.95,6.0,4.0,23
1,44.366,,2.0,23
0,36.95,16.0,2.0,23
0,50.0,,1.0,23
0,34.0,,1.0,23
0,613.95,5.0,1.0,23
0,56.434,,1.0,23
0,92.114,,1.0,23
0,150.0,,1.0,23
0,250.0,,1.0,23
1,41.043,,2.0,23
0,226.0,128.0,1.0,23
1,206.0,,5.0,23
0,59.0,,1.0,23
0,100.0,,1.0,23
0,150.0,,1.0,23
0,150.0,,1.0,23
0,100.0,,1.0,23
0,201.0,46.0,1.0,23
0,29.54,85.0,4.0,23
0,108.5,6.0,3.0,23
0,186.0,,7.0,23
0,29.0,,2.0,23
0,200.0,,1.0,23
0,24.836,,1.0,23
0,35.95,,2.0,23
0,21.95,7.0,1.0,23
0,150.0,,1.0,23
1,150.0,,2.0,23
0,40.693,,1.0,23
0,276.0,,1.0,23
0,29.0,4.0,1.0,23
0,200.0,,1.0,23
0,29.54,85.0,4.0,23
0,224.0,,4.0,23
0,250.0,,2.0,23
0,25.0,,1.0,23
0,494.95,,3.0,23
0,171.0,4.0,1.0,23
0,97.95,,3.0,23
0,92.114,,2.0,23
0,21.95,,1.0,23
0,150.0,,1.0,23
0,49.0,17.0,1.0,23
0,95.0,,3.0,23
0,39.0,,1.0,23
0,73.5,,1.0,23
0,107.95,,4.0,23
0,16.178,,1.0,23
0,150.0,,1.0,23
0,49.0,2.0,129.0,23
0,150.0,,1.0,23
0,482.15,54.0,2.0,23
0,20.95,,4.0,23
0,75.0,,1.0,23
0,12.36,,1.0,23
0,46.5,,1.0,23
0,335.0,0.0,1.0,23
0,108.5,1.0,1.0,23
0,67.628,,1.0,23
0,100.0,,2.0,23
0,57.95,35.0,128.0,23
0,72.0,,2.0,23
0,150.0,,1.0,23
0,464.08,65.0,2.0,23
0,226.0,,1.0,23
0,62.964,,1.0,23
0,125.229,,15.0,23
0,75.0,,1.0,23
0,50.0,,1.0,23
0,50.0,,1.0,23
0,200.0,,1.0,23
0,39.0,,1.0,23
0,130.5,2.0,1.0,23
0,100.0,,1.0,23
0,40.0,,1.0,23
0,49.0,,5.0,23
0,45.0,1052.0,3.0,23
0,29.0,2.0,1.0,23
0,117.0,0.0,2.0,23
0,150.0,,1.0,23
0,59.0,,1.0,23
0,21.571,,1.0,23
0,250.0,,3.0,23
0,134.95,2.0,6.0,23
0,100.0,,1.0,23
0,58.95,17.0,3.0,23
0,150.0,,1.0,23
0,77.0,0.0,1.0,23
0,39.0,1.0,1.0,23
0,100.0,,1.0,23
0,147.0,6.0,1.0,23
0,57.95,18.0,2.0,23
0,18.773,,1.0,23
0,89.97,,165.0,23
0,107.95,,2.0,23
0,59.0,,2.0,23
0,50.0,,3.0,23
0,126.0,,2.0,23
0,18.656,,1.0,23
0,58.95,2.0,1.0,23
0,226.0,15.0,1.0,23
0,59.0,,1.0,23
0,200.0,,1.0,23
0,97.0,16.0,1.0,23
1,150.0,,2.0,23
0,34.0,23.0,1.0,23
0,150.0,,1.0,23
0,100.0,,1.0,23
0,128.027,,1.0,23
1,151.0,,1.0,23
0,150.0,,1.0,23
0,25.95,14.0,1.0,23
0,158.634,,1.0,23
0,39.0,,1.0,23
0,150.0,,1.0,23
0,226.0,1.0,1.0,23
0,107.95,8.0,2.0,23
0,2161.0,2.0,1.0,23
0,1070.95,14.0,1.0,23
0,57.95,16.0,2.0,23
0,77.0,,1.0,23
0,75.0,,1.0,23
0,527.0,818.0,1.0,23
0,50.0,,1.0,23
0,51.071,,1.0,23
0,21.0,,4.0,23
0,49.0,7.0,2.0,23
0,213.0,4.0,2.0,23
0,35.95,,1.0,23
0,50.0,,1.0,23
0,58.95,2382.0,1.0,23
